Collector,IP Address,Device Ip Numeric,Network View,Device Name,Type,Vendor,Model,Device Assurance,Site (Devices),Supervisor (Devices),IsInactive (Devices),IsForTesting (Devices)
phx-netmri-1,10.141.190.11,177061387,Salesforce_IT,chi8-sic-wlc-a,Router,Cisco,C9800LFK9,99,,,,
phx-netmri-1,10.21.172.1,169192449,Salesforce_IT,AMS2-SXS-A,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.74.64.16,172638224,Salesforce_IT,dfw2-axs-15b,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.176.1,169193473,Salesforce_IT,AMS3-DST-A,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.21.176.4,169193476,Salesforce_IT,AMS3-AXS-C,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.176.5,169193477,Salesforce_IT,AMS3-AXS-D,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.116.0.254,175374590,Salesforce_IT,gru1-dst-a,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.116.0.255,175374591,Salesforce_IT,gru1-ts,Router,Cisco,ISR4321,99,,,,
phx-netmri-1,10.116.0.253,175374589,Salesforce_IT,gru1-vgr-a,Router,Cisco,ISR4431,99,,,,
phx-netmri-1,10.116.0.252,175374588,Salesforce_IT,gru1-vgr-b,Router,Cisco,ISR4431,99,,,,
phx-netmri-1,10.116.0.1,175374337,Salesforce_IT,gru1-axs-14,Switch-Router,Cisco,cat4510rpluse,99,,,,
phx-netmri-1,10.116.0.3,175374339,Salesforce_IT,gru1-axs-14b,Switch-Router,Cisco,WS-C3850-12X48U-S,99,,,,
phx-netmri-1,10.116.0.2,175374338,Salesforce_IT,gru1-axs-15,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.21.200.2,169199618,Salesforce_IT,itm4-axs-a,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.151.190.38,177716774,Salesforce_IT,syd4-sic-axs-38,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.151.190.39,177716775,Salesforce_IT,syd4-sic-axs-39,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.151.190.50,177716786,Salesforce_IT,syd4-sic-axs-50,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.151.190.51,177716787,Salesforce_IT,syd4-sic-axs-51,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.151.190.52,177716788,Salesforce_IT,syd4-sic-axs-52,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.151.190.246,177716982,Salesforce_IT,syd4-sic-axs-b2,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.6.2.21,168165909,Salesforce_IT,sfo8-ts,Router,Cisco,ISR4331,99,,,,
phx-netmri-1,10.89.128.252,173637884,Salesforce_IT,sea7-dst-a,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.89.128.101,173637733,Salesforce_IT,sea7-axs-2,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.128.102,173637734,Salesforce_IT,sea7-axs-3,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.128.103,173637735,Salesforce_IT,sea7-axs-4,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.128.104,173637736,Salesforce_IT,sea7-axs-5,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.128.255,173637887,Salesforce_IT,sea7-ts,Router,Cisco,ISR4331,99,,,,
phx-netmri-1,10.21.192.1,169197569,Salesforce_IT,hnd4-dst-a,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.21.192.2,169197570,Salesforce_IT,hnd4-axs-a,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.192.3,169197571,Salesforce_IT,hnd4-axs-b,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.192.4,169197572,Salesforce_IT,hnd4-axs-c,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.192.5,169197573,Salesforce_IT,hnd4-axs-d,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.192.6,169197574,Salesforce_IT,hnd4-axs-e,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.184.1,169195521,Salesforce_IT,iad8-dst-a,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.21.184.2,169195522,Salesforce_IT,iad8-axs-a,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.184.3,169195523,Salesforce_IT,iad8-axs-b,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.30.0,169156096,Salesforce_IT,mad1-cdst-a,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.30.1,169156097,Salesforce_IT,mad1-ts,Router,Cisco,ISR4321,99,,,,
phx-netmri-1,10.143.0.1,177143809,Salesforce_IT,lon4-axs-8,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.204.128.251,181174523,Salesforce_IT,hyd1-srv-a,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.89.64.252,173621500,Salesforce_IT,dca1-dst-a,Switch-Router,Cisco,C9500-16X,99,,,,
phx-netmri-1,10.89.64.255,173621503,Salesforce_IT,dca1-ts,Router,Cisco,ISR4321,99,,,,
phx-netmri-1,10.89.64.101,173621349,Salesforce_IT,dca1-axs-4,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.64.102,173621350,Salesforce_IT,dca1-axs-4b,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.32.101,173613157,Salesforce_IT,sea2-axs-1a,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.32.102,173613158,Salesforce_IT,sea2-axs-1b,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.89.32.252,173613308,Salesforce_IT,sea2-dst-a,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.143.0.2,177143810,Salesforce_IT,lon4-axs-8b,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.143.0.254,177144062,Salesforce_IT,lon4-dst-a,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.143.17.11,177148171,Salesforce_IT,lon4-wlc-a,Router,Cisco,C9800LFK9,99,,,,
phx-netmri-1,10.21.200.3,169199619,Salesforce_IT,itm4-axs-b,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.200.4,169199620,Salesforce_IT,itm4-axs-c,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.200.5,169199621,Salesforce_IT,itm4-axs-d,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.21.200.6,169199622,Salesforce_IT,itm4-axs-e,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.3.96.254,167993598,Salesforce_IT,akl1-dst-a,Switch-Router,Cisco,C9500-16X,99,,,,
phx-netmri-1,10.3.96.101,167993445,Salesforce_IT,akl1-axs-12,Switch-Router,Cisco,C9300-48UXM,99,,,,
phx-netmri-1,10.3.98.15,167993871,Salesforce_IT,akl1-ts,Router,Cisco,ISR4321,99,,,,
phx-netmri-1,10.3.98.11,167993867,Salesforce_IT,akl1-wlc-a,Router,Cisco,C9800LFK9,99,,,,
phx-netmri-1,10.150.224.11,177659915,Salesforce_IT,fra4-dst-a,Switch-Router,Cisco,C9500-16X,99,,,,
phx-netmri-1,10.150.224.254,177660158,Salesforce_IT,fra4-ts,Router,Cisco,ISR4321,99,,,,
phx-netmri-1,10.150.224.101,177660005,Salesforce_IT,fra4-axs-5,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.150.224.102,177660006,Salesforce_IT,fra4-axs-6,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.150.224.103,177660007,Salesforce_IT,fra4-axs-1,Switch-Router,Cisco,Cat9410R,99,,,,
phx-netmri-1,10.150.227.11,177660683,Salesforce_IT,fra4-wlc-a,Router,Cisco,C9800LFK9,99,,,,
phx-netmri-1,10.21.200.1,169199617,Salesforce_IT,itm4-dst-a,Switch-Router,Cisco,C9500-40X,99,,,,
phx-netmri-1,10.143.0.255,177144063,Salesforce_IT,lon4-ts,Router,Cisco,ISR4321,99,,,,
